longitude,latitude
-117.23999999999998,33.04000000000001
-116.08000000000001,33.039999999999985
-116.56,33.06000000000002
-115.62,33.04000000000001
-115.58000000000001,33.04000000000001
-115.74,33.06000000000002
-115.52,33.08000000000003
-117.32000000000001,33.14
-115.82,33.120000000000005
-115.34,33.139999999999986
-116.64,33.19999999999997
-116.25999999999999,33.19999999999997
-117.20000000000002,33.22000000000002
-116.4,33.220000000000034
-116.17999999999999,33.220000000000034
-116.08000000000001,33.19999999999997
-115.62,33.19999999999997
-117.34,33.23999999999994
-117.08,33.23999999999999
-116.76000000000002,33.23999999999999
-116.68000000000002,33.23999999999999
-117.44,33.280000000000015
-116.32,33.26000000000001
-115.42,33.23999999999999
-118.34000000000002,33.31999999999998
-116.12,33.29999999999998
-115.58000000000001,33.280000000000015
-115.52,33.280000000000015
-115.98000000000002,33.300000000000026
-117.32000000000001,33.34
-117.56000000000002,33.379999999999995
-117.47999999999999,33.38000000000003
-117.23999999999998,33.359999999999964
-117.03999999999999,33.379999999999995
-116.62,33.38000000000003
-115.72,33.359999999999964
-118.48,33.440000000000026
-117.57999999999998,33.440000000000026
-117.30000000000001,33.440000000000005
-117.18,33.440000000000026
-115.68,33.420000000000016
-117.56000000000002,33.480000000000004
-117.4,33.460000000000015
-117.12000000000002,33.50000000000003
-116.78000000000002,33.50000000000001
-116.6,33.500000000000014
-117.76,33.53999999999998
-116.42000000000002,33.51999999999999
-117.66000000000001,33.559999999999974
-116.62,33.53999999999998
-116.6,33.53999999999998
-115.76,33.51999999999999
-117.54000000000002,33.559999999999974
-116.54,33.559999999999995
-117.06,33.580000000000005
-116.22,33.580000000000005
-116.6,33.6
-117.76,33.63999999999999
-117.42,33.640000000000015
-116.16,33.64000000000002
-117.6,33.680000000000014
-116.92,33.680000000000014
-116.08000000000001,33.659999999999975
-115.98000000000002,33.659999999999975
-117.0,33.700000000000024
-115.64000000000001,33.700000000000024
-117.4,33.73999999999997
-116.71999999999998,33.73999999999997
-116.37999999999998,33.73999999999997
-118.38,33.78000000000002
-118.32,33.78000000000002
-118.28,33.78
-118.2,33.78000000000002
-115.82,33.73999999999997
-118.34000000000002,33.79999999999995
-118.18,33.79999999999999
-116.24,33.75999999999999
-118.28,33.819999999999986
-118.14,33.839999999999996
-117.44,33.819999999999986
-116.5,33.82000000000002
-116.22,33.799999999999976
-118.25999999999999,33.859999999999985
-117.18,33.839999999999996
-118.32,33.879999999999974
-118.22,33.879999999999974
-117.6,33.85999999999998
-117.44,33.859999999999985
-118.16,33.90000000000001
-116.22,33.859999999999985
-118.3,33.91999999999999
-118.16,33.91999999999999
-116.96000000000001,33.90000000000001
-118.24,33.939999999999955
-118.12,33.939999999999976
-117.56000000000002,33.91999999999999
-117.32000000000001,33.91999999999999
-116.69999999999999,33.91999999999997
-115.3,33.879999999999995
-118.42000000000002,33.959999999999944
-118.16,33.959999999999965
-118.10000000000001,33.960000000000015
-116.4,33.939999999999955
-116.17999999999999,33.91999999999997
-118.34000000000002,33.97999999999996
-118.04,33.979999999999976
-116.98,33.95999999999997
-116.66,33.95999999999997
-117.72,33.979999999999976
-116.08000000000001,33.95999999999997
-120.06000000000002,34.000000000000036
-118.34000000000002,34.02000000000002
-118.28,34.02000000000002
-118.2,34.02000000000002
-117.84,34.00000000000004
-119.78,34.02000000000002
-118.12,34.04000000000004
-118.01999999999998,34.02000000000002
-117.96,34.02000000000002
-116.54,34.02000000000002
-116.00000000000001,34.00000000000004
-115.68,34.00000000000004
-120.36,34.04000000000001
-118.64,34.06000000000001
-118.44000000000001,34.059999999999995
-118.24,34.06000000000001
-118.06000000000002,34.04000000000004
-118.00000000000001,34.04000000000004
-117.1,34.04000000000004
-116.80000000000001,34.04000000000001
-116.64,34.04000000000004
-118.35999999999999,34.08000000000001
-118.24,34.08000000000003
-117.91999999999999,34.06000000000001
-116.9,34.06000000000001
-118.42000000000002,34.09999999999997
-118.25999999999999,34.09999999999997
-118.10000000000001,34.08000000000001
-117.90000000000002,34.08000000000001
-117.36,34.079999999999956
-118.94000000000001,34.1
-118.52000000000001,34.11999999999995
-117.8,34.1
-117.7,34.1
-117.52,34.1
-116.94,34.1
-118.62,34.13999999999996
-118.2,34.11999999999995
-118.00000000000001,34.11999999999995
-117.90000000000002,34.11999999999995
-117.1,34.11999999999995
-118.32,34.13999999999996
-118.12,34.139999999999965
-117.76,34.139999999999965
-116.37999999999998,34.11999999999994
-119.04,34.16
-116.06,34.139999999999965
-118.58,34.179999999999964
-118.28,34.179999999999964
-118.22,34.179999999999964
-117.88,34.179999999999964
-117.32000000000001,34.179999999999964
-117.86,34.19999999999998
-117.4,34.19999999999996
-117.03999999999999,34.19999999999997
-116.71999999999998,34.19999999999997
-115.14000000000001,34.16000000000003
-118.06000000000002,34.220000000000056
-117.54000000000002,34.220000000000056
-116.54,34.220000000000056
-118.84000000000002,34.239999999999974
-118.67999999999999,34.24000000000001
-117.96,34.24000000000001
-117.22000000000001,34.239999999999974
-119.1,34.26000000000004
-118.52000000000001,34.26000000000004
-118.42000000000002,34.26000000000004
-116.88000000000001,34.260000000000026
-116.44000000000001,34.26000000000004
-119.23999999999998,34.28000000000001
-117.64000000000001,34.28000000000001
-117.42,34.28000000000001
-116.27999999999999,34.260000000000026
-116.06,34.26000000000004
-118.88000000000001,34.29999999999997
-118.48,34.29999999999997
-118.18,34.29999999999997
-117.32000000000001,34.29999999999997
-119.14,34.31999999999994
-119.06,34.31999999999994
-117.54000000000002,34.31999999999996
-117.47999999999999,34.31999999999994
-116.37999999999998,34.29999999999997
-118.40000000000002,34.33999999999997
-118.04,34.33999999999997
-118.01999999999998,34.33999999999998
-117.94,34.33999999999997
-118.88000000000001,34.36
-118.42000000000002,34.35999999999998
-118.18,34.380000000000024
-117.68,34.38000000000006
-116.08000000000001,34.36
-115.92000000000002,34.36
-119.38000000000001,34.39999999999998
-119.0,34.39999999999998
-118.9,34.39999999999998
-117.86,34.41999999999999
-119.18000000000002,34.43999999999998
-118.48,34.43999999999998
-117.96,34.43999999999998
-116.3,34.41999999999997
-115.76,34.41999999999997
-119.5,34.460000000000015
-118.76000000000002,34.460000000000015
-117.84,34.46
-117.4,34.46
-117.16,34.460000000000015
-116.88000000000001,34.460000000000015
-116.14,34.43999999999998
-120.14000000000001,34.48000000000001
-117.84,34.48000000000001
-119.8,34.50000000000003
-119.72000000000001,34.50000000000001
-119.14,34.50000000000006
-118.12,34.50000000000006
-117.91999999999999,34.50000000000003
-117.72,34.50000000000003
-118.62,34.51999999999997
-118.01999999999998,34.51999999999997
-116.14,34.50000000000001
-119.18000000000002,34.53999999999998
-118.14,34.53999999999997
-117.28,34.53999999999998
-118.74,34.56000000000003
-116.3,34.53999999999999
-120.62,34.55999999999998
-119.98000000000002,34.58000000000001
-117.84,34.58000000000001
-120.06000000000002,34.600000000000016
-119.32000000000001,34.600000000000016
-118.45999999999998,34.600000000000016
-118.08000000000001,34.600000000000016
-117.38,34.600000000000016
-118.40000000000002,34.62000000000001
-118.24,34.62
-117.12000000000002,34.62000000000001
-116.42000000000002,34.60000000000002
-119.62000000000002,34.63999999999998
-117.82,34.63999999999998
-117.54000000000002,34.64000000000001
-116.62,34.63999999999998
-116.02000000000001,34.62
-119.11999999999999,34.660000000000004
-118.14,34.65999999999997
-116.94,34.65999999999997
-119.36,34.68
-118.58,34.68
-116.81999999999998,34.67999999999999
-120.43999999999998,34.7
-118.66,34.69999999999999
-118.42000000000002,34.7
-116.16,34.68000000000003
-116.2,34.7
-120.28,34.73999999999997
-119.99999999999999,34.73999999999997
-119.1,34.73999999999997
-118.24,34.739999999999995
-116.02000000000001,34.72000000000003
-115.92000000000002,34.72000000000005
-117.8,34.75999999999997
-118.54,34.780000000000015
-117.26,34.780000000000015
-116.44000000000001,34.75999999999997
-115.26,34.73999999999997
-119.02,34.80000000000001
-118.9,34.8
-118.86000000000001,34.80000000000001
-118.84000000000002,34.80000000000001
-118.69999999999999,34.82000000000001
-118.54,34.82000000000001
-115.66000000000001,34.780000000000015
-120.56,34.82000000000001
-118.88000000000001,34.84000000000002
-118.62,34.84000000000002
-116.34000000000002,34.82000000000001
-119.48,34.85999999999994
-119.16,34.85999999999994
-116.54,34.84000000000002
-120.24,34.880000000000024
-119.82000000000001,34.880000000000024
-118.20499999998616,34.880000319774254
-119.4,34.92
-117.7,34.92000000000002
-117.02,34.92
-119.68,34.93999999999999
-118.84000000000002,34.939999999999976
-118.66,34.93999999999999
-116.68000000000002,34.93999999999999
-118.18,34.980000000000025
-117.54000000000002,34.980000000000025
-120.08000000000001,35.02000000000002
-118.98,35.02000000000002
-117.30000000000001,35.02000000000002
-120.40000000000002,35.02000000000002
-118.00000000000001,35.04000000000001
-119.54000000000002,35.079999999999984
-117.57999999999998,35.079999999999984
-116.94,35.09999999999996
-120.38,35.09999999999999
-117.36,35.11999999999999
-118.62,35.140000000000015
-119.34,35.159999999999975
-118.42000000000002,35.159999999999975
-118.01999999999998,35.15999999999999
-116.10000000000001,35.140000000000015
-120.60000000000001,35.159999999999975
-119.86,35.18
-118.92,35.199999999999996
-115.36,35.159999999999975
-116.76000000000002,35.20000000000003
-120.09999999999998,35.239999999999995
-119.72000000000001,35.24000000000002
-117.30000000000001,35.24000000000002
-115.64000000000001,35.20000000000003
-118.12,35.25999999999999
-117.84,35.259999999999984
-120.02,35.28000000000003
-116.08000000000001,35.28000000000003
-119.94,35.31999999999999
-119.72000000000001,35.32000000000001
-120.66,35.32000000000001
-120.54,35.32000000000001
-117.68,35.34000000000002
-116.58,35.32000000000001
-115.24000000000001,35.30000000000003
-118.12,35.38000000000003
-117.20000000000002,35.38000000000002
-120.11363636363636,35.40909090909091
-120.04545454545455,35.40909090909091
-119.97727272727273,35.40909090909091
-119.9090909090909,35.40909090909091
-119.42,35.41999999999997
-118.76000000000002,35.419999999999995
-117.90000000000002,35.419999999999966
-120.8,35.41999999999997
-116.88000000000001,35.419999999999966
-120.36,35.43999999999998
-120.18181818181819,35.47727272727271
-120.11363636363636,35.47727272727271
-120.04545454545455,35.47727272727274
-119.97727272727273,35.47727272727271
-119.9090909090909,35.47727272727274
-119.54000000000002,35.499999999999936
